,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200
2012-01-01 12:00:00,7.210330175343224,12.33241054789538,13.609013586383828,14.131115043942982,15.037594905641303,221.03976901127126,222.65078712047742,224.3013754171272,226.88386460763033,228.64957617293422
2012-01-01 13:00:00,7.29587395373611,12.455248390140975,13.738401022067812,14.32389827010364,15.312720553931126,220.16240106699374,221.5969698043676,223.05357554194862,225.35841985589693,226.90710242344363
2012-01-01 14:00:00,7.267711924630175,12.548488771113728,13.872177923072012,14.492519704778472,15.569746300481224,217.40917359314463,218.95195557441906,220.52352064174462,222.86579128501083,224.40362361930687
2012-01-01 15:00:00,7.271041626111371,12.341156126034111,13.602032612588143,14.22440581592502,15.315147816915955,212.2221235042249,213.60896414757207,215.0212406023516,217.29215104649603,218.7284869660164
2012-01-01 16:00:00,6.438062834375113,11.180596807353927,12.372677391335268,12.95137252245415,14.115552323099134,207.06043478939603,208.38639701116472,209.73741505727207,211.6147179620374,212.85587254934055
2012-01-01 17:00:00,6.203542567633749,10.609183359139523,11.708049743182857,12.419374439327974,13.646993234899394,209.82493776209338,211.24482076387028,212.68920997394636,214.38200929316332,215.66266307478102
2012-01-01 18:00:00,6.252580788923288,10.486822468561181,11.533986613574926,12.274974461030949,13.450818168692784,220.77748439438278,221.90746204863572,223.05914238432314,224.98259693554408,226.04825259717813
2012-01-01 19:00:00,5.667148042391224,9.546311886171884,10.508649551308764,11.151384827200566,12.191604663081815,233.39362864607216,234.57238391461127,235.77537835824887,237.90158403812885,238.9390026983175
2012-01-01 20:00:00,4.871424639839861,8.393211333693866,9.27508199587493,9.855760786665014,10.795204833555038,245.06385110431918,246.62886662522234,248.2247908758126,250.3641459016047,251.54674045510302
2012-01-01 21:00:00,4.490222674659098,8.019016252862048,8.918079647496457,9.427376840996898,10.377770386062156,254.78041818938436,257.13582170232877,259.5356137982228,262.7120225212386,264.24577861209474
2012-01-01 22:00:00,5.31859737204695,8.751866995711916,9.592966166004985,9.863497540706067,10.718630893545477,253.6488890645108,256.09347450641866,258.57983517749403,262.4138132771514,264.06501029420394
2012-01-01 23:00:00,6.021307133850599,9.820049414781248,10.745670067240791,11.080208420204892,12.050081855904153,245.24719912252758,247.09170598705367,248.96769981651593,251.89120073343494,253.25369534355946
2012-01-02 00:00:00,6.608570369954337,10.885803686398013,11.934587001285594,12.281194299663545,13.38109600422801,243.3834297503267,244.8411028767252,246.33036869815152,248.41043163427688,249.5742035771397
2012-01-02 01:00:00,6.900151396229155,11.246905516445093,12.306463966209426,12.638463964477193,13.740080013239293,248.59170249423966,249.6304411720226,250.68861597672094,252.0069416212408,252.9059788940747
2012-01-02 02:00:00,6.4563363772716045,10.507390289957412,11.494008340438103,11.730317394848255,12.759567088430494,255.77443738723534,256.8988564171579,258.04701505863204,259.36862114523126,260.3338525431864
